timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1622514802435,78,View Homepage1,200,OK,1 user Visits Homepage 3-1,text,true,,4835,129,1,14,https://www.demoblaze.com/index.html,78,0,51
1623611299301,140,View Homepage1,200,OK,1 user Visits Homepage 3-1,text,true,,4839,129,1,19,https://www.demoblaze.com/index.html,140,0,64
